,,,Date,,Salesman GK,,Amount
"Jan 1, '23 - Jun 11, 26",,,,,,,
,,,03/09/2026,,,,"11,250.00"
,,,03/09/2026,,745,,"5,215.00"
,,,03/09/2026,,"225,935.41",,"9,416,735.09"
,,,03/09/2026,,33553.2,,0.00
,,,03/09/2026,,4888,,"201,500.00"
,,,03/09/2026,,179680,,"2,358,750.00"
,,,03/09/2026,,,,"30,000.00"
,,,03/09/2026,,,,0.00
,,,03/06/2026,, 10145.28,,"337,975.00"
,,,03/06/2026,, 10145.28,,"337,975.00"
,,,03/06/2026,,,,"1,500.00"
,,,03/06/2026,,1605.15,,"17,631.00"
,,,03/06/2026,,3994.88,,"32,000.00"
,,,03/06/2026,,"13,447.2",,"264,247.20"
,,,03/06/2026,,3150,,0.00
,,,03/05/2026,,34945,,"820,000.00"
,,,03/05/2026,,731,,"5,450.00"
,,,03/05/2026,,2621,,"20,965.00"
,,,03/05/2026,,28656,,"322,000.00"
,,,03/05/2026,,,,0.00
,,,03/05/2026,,"7,117.45",,"171,178.00"
,,,03/05/2026,,"141,928",,"1,879,200.00"
,,,03/05/2026,,,,"30,000.00"
,,,03/05/2026,,,,"7,500.00"
,,,03/05/2026,,2598.22,,"73,712.00"
,,,03/05/2026,,142397.52,,"1,188,782.00"
,,,03/05/2026,,5336.06,,"206,185.00"
,,,03/05/2026,,,,"3,000.00"
,,,03/05/2026,,300,,"6,300.00"
,,,03/04/2026,,"25,764",,"283,404.00"
,,,03/04/2026,,33603.44,,"526,744.00"
,,,03/04/2026,,11959,,"174,654.00"
,,,03/04/2026,,,,"13,000.00"
,,,03/04/2026,,,,"13,000.00"
,,,03/04/2026,,24255.96,,"375,022.00"
,,,03/04/2026,,"2,743.11",,"33,807.00"
,,,03/04/2026,,2053,,"28,000.00"
,,,03/04/2026,,"61,150.71",,"2,440,841.68"
,,,03/04/2026,,,,"4,290,120.00"
,,,03/04/2026,,8496,,0.00
,,,03/03/2026,,"50,154.73",,"697,278.82"
,,,03/03/2026,,1198.45,,"20,790.00"
,,,03/03/2026,,356,,"5,448.00"
,,,03/03/2026,,29376,,"316,745.60"
,,,03/03/2026,,,,"25,000.00"
,,,03/03/2026,,17795.82,,"347,229.00"
,,,03/03/2026,,0,,"16,000.00"
,,,03/03/2026,,12608.72,,"137,035.00"
,,,03/03/2026,,9708.28,,"182,912.00"
,,,03/02/2026,,10169.9,,"329,580.00"
,,,03/02/2026,,,,"30,000.00"
,,,03/02/2026,,1779,,"25,700.00"
,,,03/02/2026,,392,,"11,008.00"
,,,03/02/2026,,1141,,"8,386.00"
,,,03/02/2026,,"20,290.55",,0.00
,,,03/02/2026,,7374,,"55,200.00"
,,,03/02/2026,,11000,,"82,000.00"
,,,03/02/2026,,8239,,"137,400.00"
,,,03/02/2026,,7762.40,,"233,900.00"
,,,03/02/2026,,74710.88,,"1,685,126.00"
,,,03/02/2026,,0,,"15,000.00"
,,,02/27/2026,,3477,,"71,050.00"
,,,02/27/2026,,424.95,,"6,187.00"
,,,02/27/2026,,6331,,"194,145.00"
,,,02/27/2026,,"1,393.6",,"34,248.00"
,,,02/27/2026,,,,"4,000.00"
,,,02/27/2026,,"5,710.17",,"315,912.33"
,,,02/26/2026,,384,,"3,520.00"
,,,02/26/2026,,6720,,"174,720.00"
,,,02/26/2026,,"18,150",,0.00
,,,02/26/2026,,1925.37,,"38,718.00"
,,,02/26/2026,,,,"1,500.00"
,,,02/26/2026,,2420,,"27,260.00"
,,,02/26/2026,,"10,631.29",,"124,550.00"
,,,02/26/2026,,"131,877.68",,"1,677,126.00"
,,,02/26/2026,,378,,"5,778.00"
,,,02/25/2026,,8226,,"137,400.00"
,,,02/25/2026,,7621,,"119,327.00"
,,,02/25/2026,,33943,,0.00
,,,02/25/2026,,"13,797.1",,"389,648.00"
,,,02/25/2026,,,,"3,000.00"
,,,02/24/2026,,11475.03,,"355,228.00"
,,,02/24/2026,,,,"7,500.00"
,,,02/24/2026,,8845.66,,"92,348.00"
,,,02/24/2026,,130710.86,,"3,112,379.00"
,,,02/24/2026,,,,"22,400.00"
,,,02/24/2026,,3% = 28110.5,,"936,767.93"
,,,02/24/2026,,8226,,"137,400.00"
,,,02/24/2026,,1821,,"12,332.00"
,,,02/24/2026,,,,"10,000.00"
,,,02/24/2026,,13028,,0.00
,,,02/24/2026,,,,0.00
,,,02/24/2026,,695,,"6,450.00"
,,,02/23/2026,,5950,,"71,000.00"
,,,02/23/2026,,7978.44,,"79,587.00"
,,,02/23/2026,,,,"5,040.00"
,,,02/23/2026,,,,836.00
,,,02/23/2026,,2170,,"23,870.00"
,,,02/23/2026,,1818.64,,"17,455.00"
,,,02/23/2026,,19065.29,,"206,749.00"
,,,02/23/2026,,84960,,"2,419,200.00"
,,,02/23/2026,,1568,,"26,908.00"
,,,02/23/2026,,2051,,"37,704.00"
,,,02/23/2026,,"3,216",,"44,700.00"
,,,02/23/2026,,7984.95,,"10,000.00"
,,,02/23/2026,,134,,"3,460.00"
,,,02/20/2026,,179680,,"2,358,750.00"
,,,02/20/2026,,,,"30,000.00"
,,,02/20/2026,,8400.12,,"85,588.00"
,,,02/20/2026,,5000,,0.00
,,,02/20/2026,,21866.5,,"239,206.00"
,,,02/20/2026,,8815.25,,"96,754.00"
,,,02/20/2026,,,,"17,000.00"
,,,02/20/2026,,1103,,"14,600.00"
,,,02/20/2026,,2757.5,,"36,500.00"
,,,02/20/2026,,,,"2,000.00"
,,,02/20/2026,,220,,0.00
,,,02/20/2026,,11327.48,,"323,108.00"
,,,02/20/2026,,33943,,"1,209,600.00"
,,,02/20/2026,,16134.40,,"169,920.00"
,,,02/20/2026,,1818.64,,"17,455.00"
,,,02/20/2026,,4200,,"74,550.00"
,,,02/19/2026,,57600,,"2,361,600.00"
,,,02/19/2026,,7984.95,,"276,862.00"
,,,02/19/2026,,19166.44,,0.00
,,,02/19/2026,,,,0.00
,,,02/19/2026,,37265,,"820,000.00"
,,,02/19/2026,,179680,,"2,358,750.00"
,,,02/19/2026,,,,"30,000.00"
,,,02/19/2026,,5889,,"173,067.00"
,,,02/18/2026,,"6,253.66",,"163,980.00"
,,,02/18/2026,,60.13,,265.00
,,,02/18/2026,,"1,392.78",,"25,678.00"
,,,02/18/2026,,,,"1,500.00"
,,,02/18/2026,,"7,469.59",,"155,364.00"
,,,02/18/2026,,,,"25,000.00"
,,,02/18/2026,,9226,,"53,253.00"
,,,02/18/2026,,,,"8,000.00"
,,,02/18/2026,,"17,497.29",,"841,799.00"
,,,02/18/2026,,,,"5,000.00"
,,,02/18/2026,,2646,,"46,660.00"
,,,02/18/2026,,,,"1,500.00"
,,,02/16/2026,,"45,931.83",,"687,184.00"
,,,02/13/2026,,"16,204",,"262,080.00"
,,,02/13/2026,,,,"15,000.00"
,,,02/13/2026,,96221.72,,"998,400.00"
,,,02/13/2026,,,,"5,000.00"
,,,02/13/2026,,24890.51,,"407,902.00"
,,,02/13/2026,,,,"11,500.00"
,,,02/13/2026,,"1,889.57",,"52,356.00"
,,,02/13/2026,,"69,588.52",,"2,129,000.86"
,,,02/13/2026,,78905,,"1,396,200.00"
,,,02/13/2026,,3000,,"55,800.00"
,,,02/13/2026,,8065.5,,"154,120.00"
,,,02/13/2026,, 89218.32,,"1,555,816.00"
,,,02/13/2026,,,,"15,000.00"
,,,02/12/2026,,349,,"3,827.00"
,,,02/12/2026,,1757.19,,"22,113.00"
,,,02/12/2026,,8394,,"92,019.00"
,,,02/12/2026,,8394,,"5,000.00"
,,,02/12/2026,,48827.25,,"635,000.00"
,,,02/12/2026,,2897.06,,"31,667.13"
,,,02/12/2026,,2897.06,,"6,000.00"
,,,02/12/2026,,4640,,"51,040.00"
,,,02/12/2026,,78908,,0.00
,,,02/12/2026,,,,"35,000.00"
,,,02/12/2026,,3924,,"47,184.00"
,,,02/12/2026,,,,"3,000.00"
,,,02/12/2026,,"18,221.1",,"207,170.00"
,,,02/12/2026,,5236.8,,"58,560.00"
,,,02/12/2026,,,,"15,000.00"
,,,02/11/2026,,15360,,"270,080.00"
,,,02/11/2026,,884,,"13,544.00"
,,,02/11/2026,,884,,"1,500.00"
,,,02/11/2026,,10373,,0.00
,,,02/11/2026,,,,0.00
,,,02/10/2026,,3829.4,,"127,550.00"
,,,02/10/2026,,"12,332.6",,0.00
,,,02/10/2026,,1180,,"5,180.00"
,,,02/10/2026,,3459,,"28,500.00"
,,,02/10/2026,,636,,"3,176.00"
,,,02/10/2026,,9505.91,,"191,290.00"
,,,02/10/2026,,9672.76,,"321,510.00"
,,,02/09/2026,,2147.40,,"36,200.00"
,,,02/09/2026,,,,"1,500.00"
,,,02/09/2026,,2571.16,,"64,090.00"
,,,02/09/2026,,3427.43,,0.00
,,,02/09/2026,,13666.56,,"331,103.80"
,,,02/06/2026,,1572.5,,"34,528.00"
,,,02/06/2026,,6305.8,,"135,200.00"
,,,02/06/2026,,,,"12,000.00"
,,,02/06/2026,,800.95,,0.00
,,,02/06/2026,,,,0.00
,,,02/06/2026,,3427.46,,"95,363.00"
,,,02/06/2026,,50344.7,,"823,535.00"
,,,02/06/2026,,7350.71,,"19,500.00"
,,,02/06/2026,,2054.25,,"23,780.88"
,,,02/06/2026,,9267.39,,"122,268.00"
,,,02/05/2026,,"1,611.2",,"33,120.00"
,,,02/05/2026,,,,"1,500.00"
,,,02/05/2026,,2805,,"49,000.00"
,,,02/05/2026,,2805,,"42,120.00"
,,,02/05/2026,,6309,,"72,500.00"
,,,02/05/2026,,,,"8,000.00"
,,,02/05/2026,,2945.5,,"35,325.00"
,,,02/05/2026,,13519.45,,"154,041.00"
,,,02/05/2026,,,,"21,400.00"
,,,02/05/2026,,"26,292.39",,"277,975.00"
,,,02/05/2026,,3900,,"69,000.00"
,,,02/05/2026,,6042,,"66,230.00"
,,,02/04/2026,,4354.6,,0.00
,,,02/04/2026,,,,"1,500.00"
,,,02/04/2026,,12058.92,,"375,633.00"
,,,02/04/2026,,134637.48,,"3,100,944.00"
,,,02/04/2026,,,,"22,400.00"
,,,02/04/2026,,106480,,"9,935.00"
,,,02/04/2026,,"2,084.66",,"36,866.00"
,,,02/04/2026,,,,"1,500.00"
,,,02/04/2026,,116.7,,"1,283.70"
,,,02/04/2026,,"6,189.94",,"150,598.00"
,,,02/04/2026,,,,"10,000.00"
,,,02/04/2026,,22636,,"647,314.00"
,,,02/04/2026,,225.98,,"3,960.00"
,,,02/04/2026,,701,,"20,469.00"
,,,02/04/2026,,2323.6,,"41,045.00"
,,,02/04/2026,,,,"5,880.00"
,,,02/03/2026,,27705,,"608,200.00"
,,,02/03/2026,,46,,"4,632.00"
,,,02/02/2026,,10539.26,,"126,966.00"
,,,02/02/2026,,10500,,"114,230.00"
,,,02/02/2026,,,,"21,600.00"
,,,02/02/2026,,2565,,"53,640.00"
,,,02/02/2026,,,,"2,000.00"
,,,02/02/2026,,2253.42,,"70,551.00"
,,,02/02/2026,,2565,,"1,500.00"
,,,02/02/2026,,266994.09,,"2,094,239.00"
,,,02/02/2026,,5000,,"165,000.00"
,,,02/02/2026,,2640,,"28,890.00"
,,,02/02/2026,,23632.15,,"243,500.00"
,,,02/02/2026,,14199,,"124,488.00"
,,,02/02/2026,,,,"12,000.00"
,,,02/02/2026,,"27,831.78",,"311,818.15"
,,,02/02/2026,,,,"25,000.00"
,,,01/30/2026,,16842,,0.00
,,,01/29/2026,,193.2,,"1,669.20"
,,,01/29/2026,,2687,,"27,600.00"
,,,01/29/2026,,19500,,"145,530.00"
,,,01/29/2026,,2700,,"42,200.00"
,,,01/28/2026,,1500,,"10,000.00"
,,,01/28/2026,,38634.16,,"448,137.00"
,,,01/28/2026,,,,"23,340.00"
,,,01/28/2026,,13333.64,,"166,464.00"
,,,01/28/2026,,182,,"2,083.00"
,,,01/28/2026,,182,,"1,500.00"
,,,01/28/2026,,19243.92,,"231,442.00"
,,,01/28/2026,,6187.07,,"128,662.00"
,,,01/28/2026,,,,"25,000.00"
,,,01/28/2026,,55,,"1,155.00"
,,,01/28/2026,,"6,230.56",,"126,650.00"
,,,01/28/2026,,"287,994.62",,"2,024,406.00"
,,,01/28/2026,,,,"33,000.00"
,,,01/27/2026,,63360,,"2,566,080.00"
,,,01/27/2026,,106480,,"5,600.00"
,,,01/27/2026,,37932.88,,"993,726.00"
,,,01/26/2026,,18609.52,,0.00
,,,01/26/2026,,,,"17,000.00"
,,,01/26/2026,,"38,318.86",,"549,669.00"
,,,01/26/2026,,3150,,"34,650.00"
,,,01/26/2026,,5761,,"44,985.00"
,,,01/26/2026,,10023.5,,"176,985.00"
,,,01/26/2026,,84215,,"712,750.00"
,,,01/26/2026,,43200,,"1,180,800.00"
,,,01/26/2026,,43200,,"33,000.00"
,,,01/26/2026,,4160,,"138,692.00"
,,,01/26/2026,,9074,,0.00
,,,01/26/2026,,"58,450.12",,"842,810.00"
,,,01/26/2026,,158.72,,"2,076.00"
,,,01/23/2026,,17061.99,,"157,148.00"
,,,01/23/2026,,8121.04,,"337,906.80"
,,,01/23/2026,,8690.83,,"3,000.00"
,,,01/23/2026,,7404.40,,"323,809.20"
,,,01/23/2026,,,,"3,000.00"
,,,01/23/2026,,10906.84,,"323,809.20"
,,,01/23/2026,,"127,285.71",,"8,748,000.00"
,,,01/23/2026,,,,"37,500.00"
,,,01/23/2026,,,,"3,000.00"
,,,01/23/2026,,1878.58,,"74,349.00"
,,,01/23/2026,,,,"4,500.00"
,,,01/22/2026,,3937,,"59,200.00"
,,,01/21/2026,,1226,,"5,426.00"
,,,01/21/2026,,11646.56,,"240,872.00"
,,,01/21/2026,,"152,960.33",,"5,549,179.68"
,,,01/21/2026,,2000,,"27,000.00"
,,,01/20/2026,,8254.48,,"64,524.00"
,,,01/19/2026,,23253.26,,"302,633.00"
,,,01/19/2026,,25283.19,,"295,453.00"
,,,01/19/2026,,5271,,"88,800.00"
,,,01/19/2026,,15583.91,,"286,336.00"
,,,01/19/2026,,"118,889.45",,"1,239,105.00"
,,,01/19/2026,,"107,479.45",,"1,576,620.00"
,,,01/19/2026,,285,,"3,885.00"
,,,01/19/2026,,,,"1,500.00"
,,,01/19/2026,,1917.3,,"47,190.00"
,,,01/19/2026,,,,"1,500.00"
,,,01/19/2026,,4310,,"89,460.00"
,,,01/16/2026,,"5,987.43",,"105,642.00"
,,,01/16/2026,,"32,574.96",,"471,704.00"
,,,01/16/2026,,,,"13,000.00"
,,,01/16/2026,,8342.15,,"141,085.00"
,,,01/16/2026,,28403.61,,"390,000.00"
,,,01/16/2026,,813,,"8,783.00"
,,,01/16/2026,,3353.56,,"42,008.00"
,,,01/16/2026,,,,"5,000.00"
,,,01/16/2026,,362.88,,"3,948.00"
,,,01/15/2026,,13546.07,,"204,052.00"
,,,01/15/2026,,,,"21,250.00"
,,,01/15/2026,,2597,,"15,009.00"
,,,01/15/2026,,3920.15,,"59,761.00"
,,,01/15/2026,,3200,,"68,800.00"
,,,01/15/2026,,,,"1,500.00"
,,,01/15/2026,,28921.49,,"682,222.79"
,,,01/14/2026,,3883,,0.00
,,,01/14/2026,,29369.01,,"326,441.00"
,,,01/14/2026,,,,"10,700.00"
,,,01/14/2026,,"46,785.28",,"1,026,486.48"
,,,01/14/2026,,8610,,"168,081.00"
,,,01/14/2026,,,,"15,000.00"
,,,01/14/2026,,10640.5,,"119,860.00"
,,,01/14/2026,,,,"5,000.00"
,,,01/13/2026,,600,,"15,600.00"
,,,01/13/2026,,11767.6,,"130,752.00"
,,,01/13/2026,,,,"21,400.00"
,,,01/13/2026,,3217.67,,0.00
,,,01/13/2026,,3217.67,,0.00
,,,01/13/2026,,52789.30,,0.00
,,,01/13/2026,,"48,362.50",,0.00
,,,01/12/2026,,"84,142.36",,"857,950.00"
,,,01/12/2026,,"2,022.4",,"42,530.00"
,,,01/12/2026,,,,"1,500.00"
,,,01/12/2026,,14511.43,,"123,900.00"
,,,01/12/2026,,1201.42,,"13,234.32"
,,,01/12/2026,,,,"36,500.00"
,,,01/12/2026,,56568.47,,"614,981.52"
,,,01/12/2026,,16094.60,,0.00
,,,01/12/2026,,4272.73,,"42,000.00"
,,,01/12/2026,,,,"1,200.00"
,,,01/12/2026,,,,0.00
,,,01/12/2026,,"4,791.52",,"124,280.00"
,,,01/12/2026,,"3,094.71",,"49,423.00"
,,,01/12/2026,,,,"1,500.00"
,,,01/09/2026,," 5,878.05",,"126,150.75"
,,,01/09/2026,,,,"20,800.00"
,,,01/09/2026,,0,,"12,500.00"
,,,01/09/2026,,"50,880",,"1,553,760.00"
,,,01/09/2026,,14750.39,,"307,450.00"
,,,01/09/2026,,"19,153.4",,"168,133.68"
,,,01/08/2026,,,,"1,000.00"
,,,01/08/2026,,1532,,"25,150.00"
,,,01/08/2026,,6657,,"59,700.00"
,,,01/08/2026,,,,"12,000.00"
,,,01/07/2026,,73120,,"532,470.00"
,,,01/07/2026,,"35,317.11",,"526,290.00"
,,,01/07/2026,,"150,337.96",,"1,800,661.00"
,,,01/07/2026,,,,"42,000.00"
,,,01/07/2026,,4098,,"119,600.00"
,,,01/06/2026,,12428.89,,"328,445.00"
,,,01/06/2026,,12428.89,,"12,500.00"
,,,01/06/2026,,7387.05,,"196,352.00"
,,,01/06/2026,,19597.16,,"209,076.00"
,,,01/06/2026,,,,"3,600.00"
,,,01/06/2026,,9702.3,,"122,914.00"
,,,01/06/2026,,8950.29,,"132,964.00"
,,,01/06/2026,,,,"32,400.00"
,,,01/06/2026,,7842.86,,"35,280.00"
,,,01/06/2026,,12272.86,,"145,000.00"
,,,01/06/2026,,4497.58,,"54,329.00"
,,,01/05/2026,,"8,990.29",,"276,800.00"
,,,01/05/2026,,,,"4,500.00"
,,,01/05/2026,,,,"3,000.00"
,,,01/05/2026,,8822,,"141,400.00"
,,,01/05/2026,,1680,,0.00
,,,01/05/2026,,161100.18,,"2,058,750.00"
,,,12/17/2025,,1208.6,,"21,277.00"
,,,12/17/2025,,3854.22,,"79,999.00"
,,,12/17/2025,,11208.21,,"139,500.00"
,,,12/17/2025,,2442.84,,"50,480.00"
,,,12/15/2025,,"1,852",,"38,255.00"
,,,12/15/2025,,,,"1,500.00"
,,,12/15/2025,,2900,,"12,760.00"
,,,12/15/2025,,"6,007.65",,"76,230.00"
,,,12/15/2025,,"13,392.85",,0.00
,,,12/15/2025,,415.44,,"6,288.00"
,,,12/15/2025,,15649.60,,"210,115.50"
,,,12/12/2025,,36618,,"518,400.00"
,,,12/12/2025,,,,"30,000.00"
,,,12/12/2025,,4449.6,,"94,080.00"
,,,12/12/2025,,2933.14,,"65,366.00"
,,,12/12/2025,,0,,"1,500.00"
,,,12/12/2025,,"112,000",,0.00
,,,12/12/2025,,6936,,"73,500.00"
,,,12/12/2025,,,,"8,000.00"
,,,12/11/2025,,4030,,"21,000.00"
,,,12/11/2025,,,,"2,569,320.00"
,,,12/11/2025,,22028.58,,"294,000.00"
,,,12/11/2025,,,,"2,390,400.00"
,,,12/10/2025,,,,"3,000.00"
,,,12/10/2025,,,,"2,940,000.00"
,,,12/10/2025,,,,"5,000.00"
,,,12/10/2025,,300,,"5,300.00"
,,,12/10/2025,,55360,,"596,160.00"
,,,12/10/2025,,55360,,"596,160.00"
,,,12/10/2025,,21826.2,,"239,000.00"
,,,12/10/2025,,"1,995.23",,"50,250.00"
,,,12/10/2025,,,,"10,000.00"
,,,12/10/2025,,,,"30,000.00"
,,,12/10/2025,,"171,360",,"1,052,640.00"
,,,12/09/2025,,237.5,,"3,650.00"
,,,12/09/2025,,9775,,"369,022.00"
,,,12/09/2025,,7593.50,,"215,700.00"
,,,12/09/2025,,5855,,"121,830.00"
,,,12/09/2025,,5855,,"1,500.00"
,,,12/09/2025,,27992,,"554,883.00"
,,,12/09/2025,,27992,,"12,000.00"
,,,12/05/2025,,1620,,"17,812.00"
,,,12/05/2025,,,,"10,000.00"
,,,12/05/2025,,"4,900",,"10,045.00"
,,,12/05/2025,,"1,274",,"13,888.00"
,,,12/05/2025,,,,"8,412,000.00"
,,,12/04/2025,,3182.25,,"55,128.00"
,,,12/03/2025,,"78,458.31",,"549,446.80"
,,,12/02/2025,,2425,,"26,675.00"
,,,12/02/2025,,1020,,"7,480.00"
,,,12/02/2025,,7310,,"142,880.00"
,,,12/02/2025,,2000,,"12,000.00"
,,,12/01/2025,,32648.81,,"532,727.00"
,,,12/01/2025,,694,,"13,265.00"
,,,12/01/2025,,42255,,0.00
,,,12/01/2025,,63408,,"402,834.00"
,,,12/01/2025,,,,"46,000.00"
,,,12/01/2025,,22762,,"153,826.00"
,,,12/01/2025,,,,"8,000.00"
,,,12/01/2025,,9208,,"173,628.00"
,,,12/01/2025,,13793.15,,"155,976.00"
,,,12/01/2025,,,,"1,500.00"
,,,12/01/2025,,4030,,"41,400.00"
,,,12/01/2025,,27034.76,,"252,246.00"
,,,11/28/2025,,296044,,"1,296,000.00"
,,,11/28/2025,,,,"60,000.00"
,,,11/28/2025,,1774.64,,"53,023.00"
,,,11/28/2025,,,,"2,000.00"
,,,11/28/2025,,"7,705.6",,"160,800.00"
,,,11/28/2025,,73728,,"811,008.00"
,,,11/28/2025,,5155,,"144,000.00"
,,,11/28/2025,,,,"55,000.00"
,,,11/28/2025,,8911.5,,"206,050.00"
,,,11/28/2025,,3635,,"39,985.00"
,,,11/28/2025,,,,"8,000.00"
,,,11/28/2025,,2132.2,,"19,936.00"
,,,11/28/2025,,3500,,"5,000.00"
,,,11/28/2025,,120343,,"1,296,000.00"
,,,11/27/2025,,3380,,"49,200.00"
,,,11/27/2025,,4455.81,,"9,060.48"
,,,11/27/2025,,0,,"3,500.00"
,,,11/27/2025,,8000,,"50,000.00"
,,,11/27/2025,,1000,,"5,000.00"
,,,11/27/2025,,1569,,"40,772.00"
,,,11/27/2025,,1344,,"13,800.00"
,,,11/26/2025,,42255,,"912,500.00"
,,,11/26/2025,,,,0.00
,,,11/26/2025,,"1,086",,"19,146.00"
,,,11/26/2025,,,,"1,500.00"
,,,11/26/2025,,33248.86,,"546,795.00"
,,,11/26/2025,,"36,618",,"990,720.00"
,,,11/26/2025,,36618,,"990,720.00"
,,,11/26/2025,,,,"20,000.00"
,,,11/26/2025,,,,"20,000.00"
,,,11/25/2025,,20211.08,,"666,695.00"
,,,11/25/2025,,90260.43,,"1,057,800.00"
,,,11/25/2025,,,,"10,500.00"
,,,11/25/2025,,29391.96,,"637,004.00"
,,,11/25/2025,,289.36,,"1,448.00"
,,,11/25/2025,,13,,241.00
,,,11/25/2025,,"334,664",,0.00
,,,11/24/2025,,328.02,,"6,888.00"
,,,11/24/2025,,20179.91,,"95,232.00"
,,,11/24/2025,,2275,,"13,007.00"
,,,11/24/2025,,62392,,"999,530.00"
,,,11/24/2025,,,,"24,000.00"
,,,11/21/2025,,"29,860.98",,"314,131.00"
,,,11/21/2025,,36238.38,,"550,000.00"
,,,11/21/2025,,147210,,"8,412,000.00"
,,,11/21/2025,,260,,"3,392.00"
,,,11/21/2025,,1280,,"17,600.00"
,,,11/21/2025,,484,,"4,444.00"
,,,11/21/2025,,,,0.00
,,,11/20/2025,,9729.72,,"131,040.00"
,,,11/20/2025,,"33,051.41",,"289,681.00"
,,,11/20/2025,,6700,,"19,700.00"
,,,11/20/2025,,276,,"5,776.00"
,,,11/19/2025,,3082,,"21,840.00"
,,,11/19/2025,,516,,"4,096.00"
,,,11/19/2025,,,,"10,500.00"
,,,11/19/2025,,200818.80,,"8,580,200.00"
,,,11/18/2025,,12500,,"132,500.00"
,,,11/18/2025,,4012,,0.00
,,,11/18/2025,,,,"35,000.00"
,,,11/18/2025,,8556.78,,0.00
,,,11/18/2025,,0,,0.00
,,,11/17/2025,,4613.91,,"63,273.00"
,,,11/17/2025,,"23,187",,"458,400.00"
,,,11/17/2025,,"20,150",,"389,000.00"
,,,11/17/2025,,"10,081.77",,"23,881.77"
,,,11/17/2025,,,,"1,500.00"
,,,11/17/2025,,10595.99,,"114,057.00"
,,,11/17/2025,,26801.49,,"359,100.00"
,,,11/17/2025,,"179,761",,"1,334,762.00"
,,,11/17/2025,,51.84,,564.00
,,,11/17/2025,,96756,,0.00
,,,11/17/2025,,,,0.00
,,,11/14/2025,,31577.95,,"273,772.00"
,,,11/14/2025,,31577.95,,"25,000.00"
,,,11/14/2025,,15700.22,,"232,250.00"
,,,11/14/2025,,273,,"32,265.00"
,,,11/14/2025,,273,,"6,800.00"
,,,11/14/2025,,3000.41,,"116,820.00"
,,,11/14/2025,,208,,"1,040.00"
,,,11/13/2025,,5864,,"66,762.00"
,,,11/13/2025,,459.37,,"6,167.70"
,,,11/13/2025,,7210,,"143,000.00"
,,,11/12/2025,,90225,,"1,279,000.00"
,,,11/12/2025,,20610.28,,"254,120.00"
,,,11/12/2025,,,,"8,000.00"
,,,11/12/2025,,39613,,"272,923.00"
,,,11/12/2025,,"35,962",,"220,077.00"
,,,11/12/2025,,,,"45,000.00"
,,,11/12/2025,,,,"8,000.00"
,,,11/12/2025,,3306,,"36,366.00"
,,,11/12/2025,,7978,,"100,460.00"
,,,11/12/2025,,10140.34,,"160,430.00"
,,,11/12/2025,,,,"16,800.00"
,,,11/12/2025,,14057.94,,"93,186.00"
,,,11/12/2025,,20126.57,,"295,186.00"
,,,11/12/2025,,,,"32,400.00"
,,,11/12/2025,,9263.91,,"149,992.00"
,,,11/12/2025,,13764.54,,"268,704.00"
,,,11/12/2025,,,,"21,400.00"
,,,11/12/2025,,437.58,,"5,733.00"
,,,11/12/2025,,444,,"9,324.00"
,,,11/12/2025,,"19,456.49",,"475,585.20"
,,,11/12/2025,,,,"3,000.00"
,,,11/11/2025,,"196,097.14",,"6,092,928.00"
,,,11/11/2025,,71229.70,,"4,290,100.00"
,,,11/11/2025,,"19,921.20",,"234,152.82"
,,,11/11/2025,,45306.17,,"444,171.00"
,,,11/11/2025,,1000,,"21,000.00"
,,,11/07/2025,,210071.67,,"12,870,360.00"
,,,11/07/2025,,104924.08,,"1,122,140.00"
,,,11/07/2025,,0,,"35,000.00"
,,,11/07/2025,,6176.13,,"158,429.00"
,,,11/06/2025,,39807.14,,"636,606.00"
,,,11/06/2025,,,,"2,000.00"
,,,11/06/2025,,13180.27,,"164,785.00"
,,,11/06/2025,,,,"10,500.00"
,,,11/05/2025,,"1,008.08",,"15,408.00"
,,,11/05/2025,,73235,,0.00
,,,11/05/2025,,0,,0.00
,,,11/05/2025,,9434,,"132,040.00"
,,,11/05/2025,,0,,"8,000.00"
,,,11/05/2025,,10.59,,377.00
,,,11/05/2025,,,,"2,448,000.00"
,,,11/05/2025,,5297.30,,"83,107.00"
,,,11/05/2025,,720,,"13,000.00"
,,,11/05/2025,,2687,,"27,600.00"
,,,11/04/2025,,3642,,"26,436.00"
,,,11/04/2025,,450,,"6,480.00"
,,,11/04/2025,,20911.15,,"294,800.00"
,,,11/04/2025,,8936.61,,"216,794.88"
,,,11/04/2025,,0,,"3,000.00"
,,,11/04/2025,,13146.7,,"89,050.00"
,,,11/03/2025,,870,,"13,370.00"
,,,11/03/2025,,2951.2,,"34,068.00"
,,,11/03/2025,,3983.94,,"78,927.88"
,,,11/03/2025,,7864.35,,"133,770.00"
,,,11/03/2025,,1140,,"15,510.00"
,,,11/03/2025,,69120,,"1,486,080.00"
,,,11/03/2025,,11380.63,,"343,800.00"
,,,11/03/2025,,20557.69,,"215,120.00"
,,,11/03/2025,,14086.5,,"149,036.00"
,,,11/03/2025,,"8,937.52",,"96,641.00"
,,,11/03/2025,,0,,"21,200.00"
,,,10/30/2025,,84100,,"4,280,100.00"
,,,10/30/2025,,1358.2,,"57,349.60"
,,,10/29/2025,,881.28,,"9,588.00"
,,,10/28/2025,,39755.72,,"522,900.00"
,,,10/28/2025,, 7228.53,,"231,970.00"
