,,,Date,,Salesman GK,,Amount
"Jan 1, '23 - Jun 11, 26",,,,,,,
,,,10/28/2025,,52959.75,,"709,420.00"
,,,10/28/2025,,,,"21,056.00"
,,,10/28/2025,,,,"2,030,976.00"
,,,10/28/2025,,"17,590.88",,"437,145.00"
,,,10/28/2025,,,,"15,000.00"
,,,10/28/2025,,635.02,,0.00
,,,10/28/2025,,"6,476",,"162,400.00"
,,,10/28/2025,,,,"17,500.00"
,,,10/28/2025,,16300,,"263,850.00"
,,,10/27/2025,,44642.56,,"1,065,112.00"
,,,10/27/2025,,612,,0.00
,,,10/27/2025,,5400,,"95,400.00"
,,,10/24/2025,,952.48,,"16,040.00"
,,,10/24/2025,,,,"1,000.00"
,,,10/24/2025,,1336.5,,"18,300.00"
,,,10/24/2025,,8150.35,,"94,920.00"
,,,10/24/2025,,6210,,"72,000.00"
,,,10/24/2025,,,,"6,500.00"
,,,10/24/2025,,1282.32,,"12,929.00"
,,,10/24/2025,,11954.21,,"155,570.00"
,,,10/23/2025,,2060,,"12,527.00"
,,,10/23/2025,,17219,,"350,300.00"
,,,10/23/2025,,20241,,"403,400.00"
,,,10/23/2025,,336600,,"8,565,200.00"
,,,10/23/2025,,350,,"3,700.00"
,,,10/22/2025,,"173,955.20",,"1,671,877.00"
,,,10/22/2025,,,,"60,000.00"
,,,10/22/2025,,"74,936",,"1,956,672.00"
,,,10/22/2025,,,,"25,000.00"
,,,10/22/2025,,9724.35,,"65,578.00"
,,,10/22/2025,,5146.92,,"52,565.00"
,,,10/22/2025,,3730.36,,"29,092.00"
,,,10/22/2025,,11474,,"273,300.00"
,,,10/22/2025,,11474,,"9,000.00"
,,,10/22/2025,,"56,558.29",,"750,200.00"
,,,10/22/2025,,"275,709.6",,"4,542,720.00"
,,,10/22/2025,,,,"60,000.00"
,,,10/21/2025,,100651.94,,"1,681,835.00"
,,,10/21/2025,,,,"24,000.00"
,,,10/21/2025,,49372,,"832,000.00"
,,,10/21/2025,,1358.2,,"15,964.20"
,,,10/21/2025,,200,,"5,200.00"
,,,10/21/2025,,1436,,"30,086.00"
,,,10/20/2025,,3838.43,,"69,154.54"
,,,10/20/2025,,508,,"3,590.00"
,,,10/20/2025,,2134,,"30,600.00"
,,,10/17/2025,,1058,,"14,218.00"
,,,10/17/2025,,6744.19,,"84,366.00"
,,,10/17/2025,,"16,903.54",,"466,560.00"
,,,10/17/2025,,,,"25,000.00"
,,,10/17/2025,,"4,115.78",,"91,795.77"
,,,10/17/2025,,,,"1,500.00"
,,,10/17/2025,,"16,696",,"231,800.00"
,,,10/17/2025,,,,"3,000.00"
,,,10/15/2025,,,,"1,000.00"
,,,10/15/2025,,"1,104",,"11,704.00"
,,,10/15/2025,,"26,303",,"267,390.00"
,,,10/15/2025,,"27,047.64",,"396,099.00"
,,,10/15/2025,,,,"30,000.00"
,,,10/15/2025,,,,"30,000.00"
,,,10/15/2025,,6956.92,,"111,719.00"
,,,10/15/2025,,,,"8,000.00"
,,,10/15/2025,,0,,"3,000.00"
,,,10/15/2025,,"58,951.77",,0.00
,,,10/15/2025,,,,"2,000.00"
,,,10/15/2025,,3447.07,,"75,558.00"
,,,10/15/2025,,5329.5,,"119,091.46"
,,,10/15/2025,,"18,534.41",,"250,559.10"
,,,10/14/2025,,42728.43,,"667,150.00"
,,,10/14/2025,,,,"9,000.00"
,,,10/14/2025,,22360,,"404,310.00"
,,,10/14/2025,,22360,,"355,830.60"
,,,10/14/2025,,,,"53,400.00"
,,,10/14/2025,,70078.65,,"269,960.00"
,,,10/14/2025,,178556.22,,"2,686,074.00"
,,,10/14/2025,,1730.49,,"18,840.00"
,,,10/13/2025,,90969.14,,"1,100,531.00"
,,,10/13/2025,,528,,"5,860.00"
,,,10/13/2025,,31918,,"1,267,200.00"
,,,10/13/2025,,"31,371.43",,"1,267,200.00"
,,,10/13/2025,,,,"45,000.00"
,,,10/13/2025,,1443.8,,"37,355.00"
,,,10/13/2025,,2400,,"19,000.00"
,,,10/13/2025,,60818.65,,"910,540.00"
,,,10/13/2025,,2400,,"1,500.00"
,,,10/13/2025,,7788.22,,"92,679.00"
,,,10/10/2025,,1118.45,,"9,092.00"
,,,10/10/2025,,5027.5,,"73,500.00"
,,,10/10/2025,,,,"8,000.00"
,,,10/10/2025,,"62,743",,"2,534,400.00"
,,,10/10/2025,,,,"45,000.00"
,,,10/10/2025,,4227,,"27,600.00"
,,,10/09/2025,,"204,502.67",,"2,298,394.00"
,,,10/09/2025,,4176,,"49,680.00"
,,,10/09/2025,,12058.5,,"18,000.00"
,,,10/09/2025,,1472,,"24,350.00"
,,,10/09/2025,,1890,,"12,264.00"
,,,10/09/2025,,583,,"1,500.00"
,,,10/08/2025,,54504.58,,"724,800.00"
,,,10/08/2025,,583,,"17,967.00"
,,,10/08/2025,,3586.55,,"126,680.00"
,,,10/07/2025,,5185,,"94,000.00"
,,,10/06/2025,,7978,,"100,460.00"
,,,10/06/2025,,"14,578",,"486,550.00"
,,,10/06/2025,,7556.28,,"75,322.00"
,,,10/06/2025,,20853.75,,"347,550.00"
,,,10/06/2025,,"86,398",,"1,362,816.00"
,,,10/06/2025,,0,,"20,000.00"
,,,10/06/2025,,3954.82,,0.00
,,,10/06/2025,,,,"30,780.00"
,,,10/06/2025,,11428,,"98,319.00"
,,,10/06/2025,,498,,"5,880.00"
,,,10/06/2025,,21786.53,,"373,206.00"
,,,10/03/2025,,197560.32,,"2,131,125.00"
,,,10/03/2025,,0,,"36,288.00"
,,,10/02/2025,,6203.95,,"229,389.00"
,,,10/02/2025,,6089.52,,"107,544.00"
,,,10/02/2025,,1498,,"21,840.00"
,,,10/02/2025,,0,,"5,000.00"
,,,10/02/2025,,1125,,"21,000.00"
,,,10/02/2025,,17954,,"196,526.00"
,,,10/02/2025,,1048,,"11,508.00"
,,,10/01/2025,,4582.33,,"113,910.00"
,,,10/01/2025,,3400,,"52,700.00"
,,,10/01/2025,,330,,"5,080.00"
,,,10/01/2025,,6946.51,,"74,230.00"
,,,10/01/2025,,"14,742",,"121,920.00"
,,,10/01/2025,,8157.12,,"107,648.00"
,,,09/30/2025,,28750,,"319,600.00"
,,,09/30/2025,,65613,,"717,144.00"
,,,09/30/2025,,1847.19,,"25,125.00"
,,,09/30/2025,,,,"4,480.00"
,,,09/30/2025,,"4,292.95",,"147,510.00"
,,,09/30/2025,,,,"1,500.00"
,,,09/30/2025,,"200,100",,"2,649,600.00"
,,,09/29/2025,,16029.4,,"438,340.00"
,,,09/29/2025,,,,"100,000.00"
,,,09/29/2025,,966.08,,"15,210.00"
,,,09/29/2025,,4400,,"49,600.00"
,,,09/29/2025,,29611.91,,"564,486.00"
,,,09/29/2025,,,,"12,000.00"
,,,09/29/2025,,860,,"9,320.00"
,,,09/29/2025,,7253,,"103,640.00"
,,,09/29/2025,,7990.48,,"107,402.00"
,,,09/29/2025,,,,"3,000.00"
,,,09/26/2025,,6073.33,,"75,190.00"
,,,09/25/2025,,900,,"26,400.00"
,,,09/25/2025,,312363.96,,"2,921,102.00"
,,,09/25/2025,,1130,,"16,460.00"
,,,09/25/2025,,6411,,"6,125.00"
,,,09/25/2025,,109710.9,,"1,834,251.00"
,,,09/25/2025,,59874.7,,"1,573,990.00"
,,,09/25/2025,,"59,535",,"870,000.00"
,,,09/25/2025,,,,"136,000.00"
,,,09/25/2025,,20345,,"290,000.00"
,,,09/24/2025,,6142,,"192,000.00"
,,,09/24/2025,,57600,,"2,592,000.00"
,,,09/24/2025,,,,"55,000.00"
,,,09/24/2025,,"79,880",,"1,160,000.00"
,,,09/24/2025,,900,,"47,475.00"
,,,09/23/2025,,"295,312",,"2,009,091.00"
,,,09/23/2025,,5041.01,,"176,412.00"
,,,09/23/2025,,45869.3,,"516,535.00"
,,,09/23/2025,,,,"50,000.00"
,,,09/23/2025,,12813.6,,"139,930.00"
,,,09/23/2025,,54100,,"189,600.00"
,,,09/23/2025,,6168.03,,"67,200.00"
,,,09/23/2025,,12058.5,,0.00
,,,09/23/2025,,12058.5,,0.00
,,,09/23/2025,,,,"38,000.00"
,,,09/23/2025,,273,,"3,615.00"
,,,09/23/2025,,54100,,"2,570.00"
,,,09/23/2025,,30910,,"798,978.00"
,,,09/23/2025,,,,"11,500.00"
,,,09/22/2025,,9485,,"279,700.00"
,,,09/22/2025,,4418.25,,"78,645.00"
,,,09/22/2025,,,,"10,000.00"
,,,09/22/2025,,791,,"16,063.00"
,,,09/22/2025,,,,"1,500.00"
,,,09/22/2025,,4141.75,,"53,402.00"
,,,09/22/2025,,23806.68,,"245,053.00"
,,,09/22/2025,,2090.16,,"28,299.00"
,,,09/22/2025,,16606,,0.00
,,,09/22/2025,,15550.27,,"131,815.00"
,,,09/22/2025,,3432,,"48,510.00"
,,,09/22/2025,,435,,"6,430.00"
,,,09/22/2025,,435,,"6,430.00"
,,,09/22/2025,,87,,"1,286.00"
,,,09/22/2025,,87,,"1,286.00"
,,,09/22/2025,,8535,,"93,450.00"
,,,09/22/2025,,1050,,"31,500.00"
,,,09/22/2025,,7777.49,,"256,416.00"
,,,09/22/2025,,,,"3,000.00"
,,,09/22/2025,,118048,,"2,054,733.00"
,,,09/22/2025,,"7,778.72",,0.00
,,,09/19/2025,,"13,084",,"310,220.00"
,,,09/19/2025,,,,"1,500.00"
,,,09/19/2025,,2629.34,,"25,257.34"
,,,09/19/2025,,163131.43,,"2,575,872.00"
,,,09/19/2025,,,,"100,000.00"
,,,09/18/2025,,7133.76,,"92,800.00"
,,,09/18/2025,,32878.58,,"513,500.00"
,,,09/18/2025,,,,"9,000.00"
,,,09/18/2025,,57600,,"2,419,200.00"
,,,09/18/2025,,230400,,"9,676,800.00"
,,,09/18/2025,,"57,600.00",,"2,419,200.00"
,,,09/18/2025,,2027,,"7,132.00"
,,,09/18/2025,,667,,"14,152.00"
,,,09/18/2025,,59810,,"1,549,250.00"
,,,09/18/2025,,,,"12,000.00"
,,,09/17/2025,,891,,"18,691.00"
,,,09/17/2025,,5395.88,,"143,078.00"
,,,09/17/2025,,54512.52,,"597,625.47"
,,,09/17/2025,,91060.72,,"1,262,500.00"
,,,09/17/2025,,,,"9,000.00"
,,,09/16/2025,,,,"30,000.00"
,,,09/16/2025,,0,,"1,500.00"
,,,09/16/2025,,28430,,"425,416.00"
,,,09/16/2025,,939.22,,"6,400.00"
,,,09/16/2025,,22269.57,,"296,565.00"
,,,09/16/2025,,,,"18,144.00"
,,,09/15/2025,,4970,,"54,670.00"
,,,09/15/2025,,"35,937.84",,"364,973.00"
,,,09/15/2025,,73908.26,,"800,465.00"
,,,09/15/2025,,,,"18,144.00"
,,,09/15/2025,,54416,,"2,201,472.00"
,,,09/15/2025,,0,,"55,000.00"
,,,09/15/2025,,2947,,"32,237.00"
,,,09/15/2025,,8600.93,,"92,733.00"
,,,09/15/2025,,6080,,"66,880.00"
,,,09/12/2025,,5015,,"72,500.00"
,,,09/12/2025,,9094,,"263,459.00"
,,,09/12/2025,,,,"466,210.00"
,,,09/12/2025,,"35,937.84",,"60,000.00"
,,,09/12/2025,,1325.36,,"36,190.00"
,,,09/12/2025,,1225,,"36,220.00"
,,,09/12/2025,,,,"35,000.00"
,,,09/12/2025,,3.4,,140.00
,,,09/12/2025,,,,0.00
,,,09/12/2025,,8201.14,,"91,123.00"
,,,09/12/2025,,10450.92,,"112,110.00"
,,,09/11/2025,,11495,,"2,114,110.00"
,,,09/11/2025,,4510,,"50,225.00"
,,,09/11/2025,,15942.64,,"163,150.00"
,,,09/11/2025,,,,"26,000.00"
,,,09/11/2025,,99437.15,,"3,672,000.00"
,,,09/11/2025,,52425.43,,"749,254.00"
,,,09/11/2025,,6418.48,,"76,460.00"
,,,09/11/2025,,"12,033",,"358,410.00"
,,,09/11/2025,,,,"3,000.00"
,,,09/10/2025,,24060.51,,"286,669.00"
,,,09/10/2025,,43631.58,,0.00
,,,09/10/2025,,,,"3,900.00"
,,,09/10/2025,,0,,0.00
,,,09/10/2025,,"60,687",,"1,943,086.80"
,,,09/10/2025,,,,0.00
,,,09/09/2025,,18545,,"362,500.00"
,,,09/09/2025,,137032.5,,"1,444,750.00"
,,,09/09/2025,,0,,"35,000.00"
,,,09/09/2025,,113891.93,,"2,171,100.00"
,,,09/09/2025,,2142.86,,"36,000.00"
,,,09/09/2025,,627,,"5,450.00"
,,,09/09/2025,,2130,,0.00
,,,09/08/2025,,"82,043",,"2,042,583.00"
,,,09/08/2025,,,,"52,000.00"
,,,09/08/2025,,9600,,"28,000.00"
,,,09/08/2025,,1080,,"12,200.00"
,,,09/08/2025,,37078,,"828,000.00"
,,,09/08/2025,,121,,"2,277.00"
,,,09/08/2025,,2700.06,,"47,700.00"
,,,09/08/2025,,48236.84,,0.00
,,,09/08/2025,,,,0.00
,,,09/08/2025,,1385.4,,"19,580.00"
,,,09/08/2025,,"4,398.31",,"147,510.00"
,,,09/08/2025,,4511.26,,"120,000.00"
,,,09/08/2025,,2850,,"31,500.00"
,,,09/08/2025,,35629.20,,"113,776.00"
,,,09/05/2025,,4000,,"30,500.00"
,,,09/05/2025,,51.72,,732.00
,,,09/05/2025,,"4,756.12",,"116,516.12"
,,,09/05/2025,,,,"3,000.00"
,,,09/05/2025,,15912.86,,"156,040.00"
,,,09/04/2025,,32.85,,"1,273.00"
,,,09/04/2025,,99437.15,,"3,672,000.00"
,,,09/04/2025,,"401,322",,"12,384,000.00"
,,,09/04/2025,,13840,,"368,815.00"
,,,09/04/2025,,7278,,"152,916.00"
,,,09/04/2025,,188928,,"4,061,952.00"
,,,09/04/2025,,,,0.00
,,,09/04/2025,,193023.06,,"2,317,203.00"
,,,09/04/2025,,,,"5,400.00"
,,,09/04/2025,,"80,983.61",,0.00
,,,09/03/2025,,9723,,"165,702.00"
,,,09/03/2025,,695,,"7,615.00"
,,,09/03/2025,,10231.92,,"125,938.00"
,,,09/02/2025,,"172,800.00",,"2,534,400.00"
,,,09/02/2025,,"115,200.00",,"2,476,800.00"
,,,09/02/2025,,,,"5,000.00"
,,,09/02/2025,,77155,,"1,253,060.00"
,,,09/02/2025,,3767.04,,"98,460.00"
,,,09/02/2025,,51435,,"641,760.00"
,,,09/01/2025,,19011,,"395,000.00"
,,,09/01/2025,,382.55,,"14,065.00"
,,,09/01/2025,,134032.6,,"2,865,244.00"
,,,09/01/2025,,10000,,"50,000.00"
,,,09/01/2025,,56150.3,,0.00
,,,09/01/2025,,1170.5,,0.00
,,,09/01/2025,,"1,173.54",,"55,119.00"
,,,09/01/2025,,1696.9,,"23,950.00"
,,,09/01/2025,,20783.14,,"566,307.00"
,,,09/01/2025,,4511.26,,"120,514.00"
,,,09/01/2025,,,,"1,500.00"
,,,09/01/2025,,83109.6,,"2,457,669.60"
,,,08/29/2025,,"21,643.08",,"341,920.00"
,,,08/29/2025,,,,"30,000.00"
,,,08/28/2025,, 8521,,"405,000.00"
,,,08/28/2025,,,,"3,144,960.00"
,,,08/28/2025,,494.46,,"16,612.00"
,,,08/27/2025,,494.46,,"7,960.00"
,,,08/27/2025,,31129.25,,"298,766.00"
,,,08/27/2025,,,,"18,144.00"
,,,08/27/2025,,52795.32,,"573,021.00"
,,,08/27/2025,,,,"18,144.00"
,,,08/27/2025,,976,,"7,476.00"
,,,08/27/2025,,7400.85,,"97,945.00"
,,,08/27/2025,,"14,574.54",,"50,256.00"
,,,08/27/2025,,56,,"1,158.00"
,,,08/27/2025,,570,,"14,440.00"
,,,08/27/2025,,"14,574.54",,"383,926.00"
,,,08/27/2025,,7257,,"103,640.00"
,,,08/26/2025,,4200,,"57,000.00"
,,,08/26/2025,,,,0.00
,,,08/26/2025,,1175.27,,"22,448.00"
,,,08/26/2025,,,,"5,000.00"
,,,08/26/2025,,,,250.00
,,,08/26/2025,,,,"1,930.00"
,,,08/26/2025,,5870,,"75,160.00"
,,,08/26/2025,,9267,,"125,967.00"
,,,08/26/2025,,5712.64,,"50,432.00"
,,,08/22/2025,,500,,"10,700.00"
,,,08/22/2025,,226040,,"2,648,430.00"
,,,08/22/2025,,,,"64,000.00"
,,,08/22/2025,,7415,,"96,500.00"
,,,08/22/2025,,432,,"3,100.00"
,,,08/22/2025,,,,"3,000.00"
,,,08/22/2025,,66615.60,,"783,360.00"
,,,08/22/2025,,,,"38,000.00"
,,,08/22/2025,,2362.7,,"29,700.00"
,,,08/22/2025,,12411.6,,0.00
,,,08/22/2025,,12201.6,,0.00
,,,08/20/2025,,"28,604.7",,"63,000.00"
,,,08/20/2025,,38437.72,,"701,233.00"
,,,08/20/2025,,,,"3,500.00"
,,,08/20/2025,,24717.52,,"9,799,988.00"
,,,08/20/2025,,70838.50,,"431,994.00"
,,,08/20/2025,,84960,,"715,540.00"
,,,08/19/2025,,6487,,"114,177.00"
,,,08/19/2025,,97425.45,,"1,412,140.00"
,,,08/19/2025,,97425.45,,"18,120.00"
,,,08/19/2025,,"29,911",,"309,925.00"
,,,08/19/2025,,"12,864",,"155,550.00"
,,,08/19/2025,,9068.98,,"75,717.00"
,,,08/18/2025,,5760,,"449,280.00"
,,,08/18/2025,,,,"1,500.00"
,,,08/18/2025,,83409.67,,"910,898.00"
,,,08/18/2025,,,,"35,000.00"
,,,08/18/2025,,"72,467",,"786,000.00"
,,,08/18/2025,,,,"9,000.00"
,,,08/18/2025,,"183,677",,"1,873,273.00"
,,,08/18/2025,,,,"70,000.00"
,,,08/18/2025,,,,"7,000.00"
,,,08/18/2025,,"28,604.7",,"1,366,657.00"
,,,08/18/2025,,,,"32,000.00"
,,,08/18/2025,,1970,,"13,810.00"
,,,08/15/2025,,5609.08,,"70,750.00"
,,,08/15/2025,,24235.2,,"294,336.00"
,,,08/15/2025,,90306.94,,"1,153,708.00"
,,,08/15/2025,,,,"18,144.00"
,,,08/15/2025,,2812,,"37,660.00"
,,,08/15/2025,,218743.35,,"5,961,945.90"
,,,08/15/2025,,3545.6,,"74,492.00"
,,,08/15/2025,,462,,"2,772.00"
,,,08/15/2025,,56780.04,,"574,343.19"
,,,08/15/2025,,"6,947.7",,"58,830.00"
,,,08/15/2025,,2218,,"29,350.00"
,,,08/15/2025,,2218,,"227,520.00"
,,,08/15/2025,,2218,,"6,000.00"
,,,08/15/2025,,1978,,"28,500.00"
,,,08/14/2025,,13075,,"39,500.00"
,,,08/14/2025,,3852,,"67,356.00"
,,,08/14/2025,,416332,,"2,419,200.00"
,,,08/14/2025,,12960,,"656,640.00"
,,,08/14/2025,,,,"13,500.00"
,,,08/14/2025,,,,"244,000.00"
,,,08/14/2025,,25517.74,,"305,239.62"
,,,08/14/2025,,31231.87,,0.00
,,,08/14/2025,,5437,,"50,637.00"
,,,08/13/2025,,"1,226.16",,"32,408.00"
,,,08/13/2025,,0,,"7,000.00"
,,,08/13/2025,,70457.2,,"5,300,000.00"
,,,08/13/2025,,21370,,"1,100,000.00"
,,,08/13/2025,,23450,,"690,000.00"
,,,08/13/2025,,19285.72,,"222,750.00"
,,,08/13/2025,,,,"10,080.00"
,,,08/13/2025,,11338,,"71,496.00"
,,,08/13/2025,,5392,,"59,155.00"
,,,08/13/2025,,,,"6,500.00"
,,,08/13/2025,,1900,,"21,000.00"
,,,08/13/2025,,2631,,"95,900.00"
,,,08/13/2025,,75065.14,,"1,842,048.00"
,,,08/13/2025,,109885.53,,"2,000,130.00"
,,,08/13/2025,,0,,"22,500.00"
,,,08/13/2025,,84,,"1,756.00"
,,,08/13/2025,,7124.67,,"210,686.00"
,,,08/13/2025,,7124.67,,"30,000.00"
,,,08/13/2025,,21803.71,,"486,366.00"
,,,08/12/2025,,17142.45,,"150,049.00"
,,,08/12/2025,,15765,,"98,854.00"
,,,08/12/2025,,,,"1,349,100.00"
,,,08/12/2025,,49292.27,,"1,507,574.38"
,,,08/12/2025,,10318.65,,"325,461.36"
,,,08/12/2025,,1280,,"46,080.00"
,,,08/12/2025,,400,,"10,500.00"
,,,08/12/2025,,6253.92,,"63,774.00"
,,,08/11/2025,,,,0.00
,,,08/11/2025,,53493.43,,"794,799.00"
,,,08/11/2025,,316029,,0.00
,,,08/11/2025,,,,0.00
,,,08/11/2025,,,,"90,372.25"
,,,08/11/2025,,1714,,"14,245.00"
,,,08/11/2025,,45840,,"1,969,920.00"
,,,08/11/2025,,75065.14,,"1,842,048.00"
,,,08/08/2025,,48860.85,,"732,995.90"
,,,08/08/2025,,3398.01,,"57,708.00"
,,,08/08/2025,,224,,"2,338.00"
,,,08/07/2025,,14996.57,,"311,040.00"
,,,08/07/2025,,14996.57,,"311,040.00"
,,,08/07/2025,,14996.57,,"311,040.00"
,,,08/07/2025,,14996.57,,"311,040.00"
,,,08/07/2025,,"19,769.74",,"307,620.00"
,,,08/07/2025,,"18,787.90",,"312,298.00"
,,,08/07/2025,,,,"1,500.00"
,,,08/07/2025,,11215,,"189,000.00"
,,,08/07/2025,,"124,407",,"1,326,550.00"
,,,08/07/2025,,,,"50,000.00"
,,,08/07/2025,,41503,,"824,000.00"
,,,08/07/2025,,30388,,"334,268.00"
,,,08/07/2025,,4970,,0.00
,,,08/06/2025,,,,"1,500.00"
,,,08/06/2025,,11200,,"39,500.00"
,,,08/06/2025,,,,"1,500.00"
,,,08/06/2025,,3360,,"11,850.00"
,,,08/06/2025,,5600,,"19,750.00"
,,,08/06/2025,,5309.04,,"72,054.00"
,,,08/06/2025,,18709,,"357,136.00"
,,,08/06/2025,,183086,,"1,572,480.00"
,,,08/06/2025,,,,"9,750.00"
,,,08/05/2025,,13075,,"278,900.00"
,,,08/05/2025,,3920,,"135,500.00"
,,,08/05/2025,,2583.23,,"70,873.00"
,,,08/05/2025,,3500,,"5,600.00"
,,,08/05/2025,,1626.72,,"21,832.00"
,,,08/05/2025,,27655,,"549,840.00"
,,,08/05/2025,,15059,,"539,136.00"
,,,08/04/2025,,20540,,"887,040.00"
,,,08/04/2025,,"17,713.51",,"331,848.00"
,,,08/04/2025,,"8,078.66",,"105,449.00"
,,,08/01/2025,,30214,,"493,999.00"
,,,08/01/2025,,27348.58,,"518,000.00"
,,,08/01/2025,,,,"7,500.00"
,,,08/01/2025,,26084.86,,"460,700.00"
,,,08/01/2025,,49.72,,0.00
,,,07/31/2025,,6805.05,,"224,916.00"
,,,07/31/2025,,4780,,"74,000.00"
,,,07/31/2025,,,,"8,000.00"
,,,07/31/2025,,,,"14,294.00"
,,,07/31/2025,,68272.92,,"990,275.00"
,,,07/31/2025,,95229,,"1,478,579.00"
,,,07/31/2025,,38273.2,,"510,160.00"
,,,07/31/2025,,"172,002.02",,"2,307,426.00"
,,,07/31/2025,,27920.88,,"356,722.00"
,,,07/31/2025,,10480.87,,"107,943.00"
,,,07/31/2025,,2949.70,,"16,156.00"
,,,07/31/2025,,,,"25,095.00"
,,,07/30/2025,,1184,,"31,600.00"
,,,07/30/2025,,,,"5,000.00"
,,,07/30/2025,,"118,294.1",,"1,444,750.00"
,,,07/30/2025,,,,"35,000.00"
,,,07/29/2025,,37126,,"759,502.00"
,,,07/29/2025,,1893.02,,"58,208.00"
,,,07/29/2025,,1893.02,,"6,550.00"
,,,07/29/2025,,,,"3,000.00"
,,,07/29/2025,,18400,,"882,400.00"
,,,07/29/2025,,,,"12,400.00"
,,,07/28/2025,,"40,835",,"655,680.00"
,,,07/28/2025,,9123.16,,"174,436.00"
,,,07/28/2025,,,,"7,200.00"
,,,07/28/2025,,950,,"27,360.00"
,,,07/28/2025,,"9,968",,"177,120.00"
,,,07/28/2025,,,,"1,500.00"
,,,07/25/2025,,"20,144.2",,"432,880.00"
,,,07/25/2025,,,,"5,000.00"
,,,07/25/2025,,,,"2,304,000.00"
,,,07/24/2025,,9923.5,,0.00
,,,07/24/2025,,9923.5,,0.00
,,,07/24/2025,,1508,,"14,750.00"
,,,07/24/2025,,20007,,"321,855.00"
,,,07/24/2025,,,,"8,000.00"
,,,07/24/2025,,450,,"12,960.00"
,,,07/24/2025,, 3971.83,,"107,700.00"
,,,07/24/2025,,3300,,"53,400.00"
,,,07/24/2025,,680,,"8,800.00"
,,,07/23/2025,,39231,,"507,230.00"
,,,07/23/2025,,0,,"38,000.00"
,,,07/23/2025,,5151.3,,"152,424.00"
,,,07/21/2025,,"3,977.3",,"110,475.00"
,,,07/21/2025,,,,"8,000.00"
,,,07/21/2025,,36423.33,,"690,475.00"
,,,07/21/2025,,89578.38,,"2,019,733.76"
,,,07/18/2025,,9818,,"79,867.00"
,,,07/18/2025,,28097.86,,"523,000.00"
,,,07/18/2025,,2240,,"42,380.00"
,,,07/17/2025,,4190.46,,"51,710.00"
,,,07/17/2025,,1354,,"35,060.00"
,,,07/17/2025,,6312,,"32,300.00"
,,,07/17/2025,,16728.86,,"248,820.00"
,,,07/16/2025,,31167.575,,"319,907.00"
,,,07/16/2025,,,,"18,144.00"
,,,07/16/2025,,5805.83,,"206,150.00"
,,,07/16/2025,,7499.2,,"7,500.00"
,,,07/16/2025,,3578.18,,"106,674.00"
,,,07/16/2025,,5916.29,,"63,042.00"
,,,07/16/2025,,29703.8,,"938,610.00"
,,,07/16/2025,,0,,"1,500.00"
,,,07/15/2025,,"GK=53,953",,"440,574.00"
,,,07/15/2025,,,,"9,000.00"
,,,07/15/2025,,"90,883.5",,"1,276,009.96"
,,,07/15/2025,,26032.56,,"392,239.96"
,,,07/15/2025,,61769.86,,"792,201.62"
,,,07/15/2025,,"11,178",,"59,173.00"
,,,07/14/2025,,7029.18,,"100,512.00"
,,,07/14/2025,,39089.84,,"543,000.00"
,,,07/14/2025,,2000,,"15,600.00"
,,,07/14/2025,,"31,764.28",,"318,420.00"
,,,07/14/2025,,4404.91,,"56,180.00"
,,,07/14/2025,,10749,,"117,450.00"
,,,07/10/2025,,1711,,"35,611.00"
,,,07/10/2025,,,,"10,000.00"
,,,07/10/2025,,"10,023.39",,"232,387.82"
,,,07/10/2025,,24717.52,,"9,600.00"
,,,07/10/2025,,24717.52,,"585,210.30"
,,,07/10/2025,,67698.85,,"1,549,009.00"
,,,07/10/2025,,,,"9,000.00"
,,,07/10/2025,,13900.5,,"169,200.00"
,,,07/10/2025,,6283,,"99,242.00"
,,,07/10/2025,,0,,"6,500.00"
,,,07/10/2025,,1568,,"14,552.00"
,,,07/09/2025,,9922,,"153,900.00"
,,,07/09/2025,,78102.37,,"1,146,140.00"
,,,07/09/2025,,78102.37,,0.00
,,,07/09/2025,,3171.34,,"53,844.00"
,,,07/09/2025,,,,450.00
,,,07/09/2025,,595,,"8,555.00"
,,,07/09/2025,,31341,,"658,161.00"
,,,07/08/2025,,26958,,"1,663,200.00"
,,,07/08/2025,,,,"5,000.00"
,,,07/08/2025,,18507,,"564,600.00"
,,,07/08/2025,,9118,,"298,629.00"
,,,07/08/2025,,,,"2,500.00"
,,,07/08/2025,,43200,,"1,641,600.00"
,,,07/08/2025,,,,"1,500.00"
,,,07/07/2025,,2424,,"61,500.00"
,,,07/07/2025,,109104,,"1,669,300.00"
,,,07/07/2025,,1464,,"19,110.00"
,,,07/07/2025,,61144.29,,"743,040.00"
,,,07/07/2025,,6498.23,,"164,944.00"
,,,07/07/2025,,,,"1,500.00"
,,,07/07/2025,,1803,,"6,180.00"
,,,07/07/2025,,4733.04,,0.00
,,,07/07/2025,, 29845.53,,"521,098.00"
,,,07/07/2025,,"21,658.28",,"852,645.00"
,,,07/07/2025,,320,,"9,216.00"
,,,07/04/2025,,45101.09,,"555,829.00"
,,,07/04/2025,,"36,625.32",,"744,408.00"
,,,07/04/2025,,"30,656.79",,"66,960.00"
,,,07/04/2025,,11010,,"329,914.00"
,,,07/04/2025,,,,"5,000.00"
,,,07/04/2025,,"1,805.43",,"36,800.00"
,,,07/04/2025,,"3,852",,0.00
,,,07/04/2025,,"7,178.49",,"238,500.00"
,,,07/04/2025,,,,"80,000.00"
